p_connect_socially,p_maintain_habits,p_prepare_for_bed,p_reduce_screen_time,p_stay_active,p_take_a_short_break
0.1018229920530276,0.385608658159237,0.0507361003154746,0.050891268633328525,0.25544451081871883,0.15549647002021325
0.1538656039482881,0.5279838250561534,0.07404435101432084,0.054775449535908106,0.045078536668763255,0.14425223377656624
0.07383169019608136,0.23568429206432492,0.09044795068478662,0.10378575995916896,0.21350967547248656,0.28274063162315155
0.09527170335277774,0.5109632374594082,0.11456531501514769,0.09995208339724798,0.06639448059282554,0.11285318018259292
0.44150932744681765,0.10365400077279578,0.09991924849911214,0.06429963856136738,0.1523891864363547,0.13822859828355222
0.08058205306525348,0.14643457870284568,0.447040998855219,0.0692421474135032,0.1811528555688591,0.07554736639431973
0.1585937880558701,0.38813670978048315,0.21599902193112713,0.10120431251282597,0.03831010952840444,0.09775605819128917
0.14525634821703473,0.23058505369092522,0.03576153110224339,0.09449320234301499,0.21250012815612862,0.28140373649065303
0.018389789750453432,0.09983481598092077,0.5814101912143127,0.16604279811834963,0.05829069840818539,0.076031706527778
0.040771392178116886,0.4813436155941546,0.07120810690989528,0.10777591136259919,0.19159089273077887,0.10731008122445523
0.4025430266360308,0.10047121388164326,0.06987701700775217,0.09205047039349487,0.0725237372127789,0.2625345348683
0.0995474089509288,0.5982515460089585,0.045294160646640054,0.09576656795484756,0.04082088538396862,0.12031943105465667
0.20053733274828123,0.22447009122626024,0.191808073823924,0.12385161650296246,0.047149263854408756,0.21218362184416323
0.11594051125467085,0.31705194243864043,0.26752648375973986,0.12937213532487243,0.10830017553567371,0.06180875168640283
0.30910307038182006,0.21020249971136726,0.13503744895277683,0.1294051885122428,0.1335595002801063,0.08269229216168662
0.04464723381354742,0.12281203739767824,0.44300511259175346,0.05832499551378899,0.10629443232829025,0.22491618835494165
0.05269944871280611,0.8245270979017545,0.030194425461014664,0.03856757749170307,0.030293838353609378,0.023717612079112275
0.08306060849468934,0.31948435817307125,0.06292816568434151,0.06662660668584677,0.22609832339703467,0.24180193756501644
0.021686784856924407,0.10797171284342899,0.5343820059515073,0.10685618905237441,0.12543264028459467,0.10367066701117027
0.4779823637638546,0.146240888495076,0.04382775019277787,0.08295407168567226,0.06884897070493594,0.18014595515768347
0.5445557843759512,0.08047195879210184,0.07909740619374418,0.08760976170421515,0.026412538872026693,0.18185255006196083
0.16099513224099304,0.35984997634267385,0.08612885258289685,0.12832676574740465,0.03512816063547818,0.22957111245055342
0.15060154084950705,0.18285371611646975,0.0542724379873508,0.2184324691619202,0.25378179680497454,0.1400580390797777
0.19774575034533023,0.16605345466388055,0.199455541054251,0.12406587984124623,0.039654539150296896,0.273024834944995
0.0820368046278735,0.38662808682801597,0.11624117903761609,0.1555260204073173,0.13173597700964532,0.12783193208953184
0.19744588255736603,0.3193446212452958,0.14043852330956597,0.08798917592832285,0.0458691625632071,0.2089126343962421
0.12083191963346361,0.16739046996258858,0.1497499035379272,0.09815483539110843,0.15593921554663248,0.30793365592827965
0.0346765045616482,0.35091138322188664,0.058539993363639874,0.2406302687033838,0.2552355564074886,0.06000629374195293
0.08350137015746588,0.38962301021249535,0.12788148694956988,0.19433678867449247,0.07189339681178455,0.1327639471941918
0.15445335015847797,0.5688563771537148,0.0524900637699455,0.07026243184254992,0.073565741169211,0.08037203590610083
0.13649938180421953,0.13902316011470406,0.049036358233937045,0.2287198005293281,0.27973145653057163,0.16698984278723966
0.08789965590825388,0.1434614654028292,0.1134798056555575,0.19577116075468176,0.31678458254929104,0.14260332972938672
0.24910551317981577,0.2601105798296687,0.1510505202045997,0.10691548721411455,0.060918604344057554,0.17189929522774383
0.1442699332036625,0.27953374444192247,0.12905749049766307,0.26280541244937883,0.04907732839421418,0.13525609101315889
0.1686722867191466,0.26054384602047165,0.10120650409874678,0.18919128093974086,0.14471739841090533,0.13566868381098882
0.1068209614247805,0.3212935060424615,0.040830434444862514,0.10841416151470264,0.20891328199072826,0.21372765458246473
0.279423545940959,0.24250467021591252,0.050829634610880324,0.12276865502758462,0.2476479025805198,0.05682559162414381
0.14548855372567834,0.12047389624301781,0.09131619553007676,0.09944042238662358,0.13648029862799,0.40680063348661355
0.09690219953236845,0.0849616287467834,0.5243656925667763,0.1529682718827149,0.07393327453276956,0.06686893273858718
0.5614861971454741,0.0951518805991564,0.0919858804077233,0.08501016056317386,0.023826339156772926,0.1425395421276995
0.35328617558325054,0.2449838281768807,0.14203528358773387,0.0660302073648408,0.08438691689504065,0.1092775883922535
0.13244474879430765,0.3740387271339807,0.032452006228145654,0.045062524387037284,0.280859887901007,0.13514210555552178
0.10195074380357981,0.2523167655913518,0.05330463700176137,0.25826339904146556,0.047948143514430074,0.28621631104741135
0.07559176463480519,0.14651109608794097,0.630549841485364,0.06876238510666564,0.024711468680153933,0.05387344400507034
0.03279203789074605,0.2765934881903549,0.059935218117837384,0.08008093691988973,0.09055770761524287,0.46004061126592893
0.13943066914652774,0.5028706788374584,0.03969210136136599,0.055410135938327484,0.16322566469950783,0.09937075001681249
0.22196861224131934,0.10420502456446001,0.07143315475842137,0.24863059268112983,0.21638996990587,0.13737264584879944
0.09870140275254431,0.3257552707121299,0.13233097539821354,0.14885142826496636,0.22514295716690064,0.06921796570524519
0.0943575183858596,0.38416087540475824,0.1772738082577903,0.14361581026812922,0.05356159154417053,0.1470303961392921
0.0401783757385749,0.11565197651961076,0.4831160991838965,0.07194053437368707,0.08670927371619579,0.2024037404680351
0.1520362688030095,0.11492715421631962,0.10391688859390391,0.2257241235107869,0.243821814572886,0.15957375030309406
0.03337514712603746,0.2188345206998293,0.05608227934988483,0.2671391821593534,0.30901382423984225,0.11555504642505281
0.08605099211977286,0.14550003438831574,0.10515195732545567,0.22815900388863805,0.2514930082193888,0.18364500405842885
0.270433019718418,0.11071024352951495,0.06679622371332863,0.08649777615307683,0.17477164960662148,0.2907910872790401
0.37201328002116707,0.10507087554627402,0.10616621663840713,0.0978802311053037,0.19463682847494013,0.12423256821390792
0.07278784671989452,0.7011611969499885,0.034809772718892115,0.10968181815919868,0.0384665860319297,0.04309277942009651
0.1565001047500882,0.20439874483340414,0.07893217589253262,0.27571189919137884,0.09299886106839131,0.19145821426420487
0.17810381681277032,0.17368653256676025,0.20443445889270165,0.07064115746123094,0.02106818365667264,0.3520658506098642
0.48556003167119494,0.06658581173310618,0.05928123642960081,0.12161533344808699,0.10480646740015555,0.16215111931785553
0.22959906180074602,0.14913837617753653,0.058285417458029704,0.08759293802037164,0.09683934961963288,0.3785448569236832
0.09035207944039246,0.2698739635736391,0.1105525411266535,0.11831935962912511,0.26724574638654625,0.14365630984364355
0.04227995663720181,0.07020874568405872,0.5294027125533906,0.14785699500145122,0.12002017480887316,0.09023141531502445
0.08523009833990386,0.37352243858492734,0.07931510294896192,0.058296037579655596,0.20962135982636926,0.19401496272018215
0.11876099215125406,0.09463607406826323,0.2650432072628915,0.198989609997099,0.10158822793656709,0.22098188858392515
0.14363689776741914,0.1760073848767455,0.027736666759792018,0.23157896908307155,0.24531838475810286,0.17572169675486896
0.4339510859884868,0.11278219763697414,0.04375938769314513,0.06728315388996615,0.2528987051681809,0.08932546962324689
0.12063188066652782,0.24753380761977006,0.06223880414519304,0.23948105751039958,0.273589672453345,0.056524777604764515
0.17826427358187025,0.2548791062827872,0.2685155032069362,0.11904652119865333,0.03591076049638003,0.143383835233373
0.17386788740813697,0.16273668052250717,0.054176464549452776,0.20047889554714438,0.2887597193636172,0.11998035260914157
0.23250602420355662,0.23473357429485908,0.11795628454497048,0.2656995159380226,0.03567592891429413,0.1134286721042971
0.08410134125970813,0.3027526399159709,0.10230778722732106,0.14051015914596066,0.048259509683852904,0.32206856276718643
